id,host_id,neighbourhood,neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,bedrooms,review_scores_rating
904468,4838043,South Kohala,Hawaii,Entire home/apt,315,1,39,3,4.93
905460,2134638,Paia-Haiku,Maui,Entire home/apt,279,1,36,1,4.72
908283,4679039,North Kona,Hawaii,Entire home/apt,173,3,20,1,4.93
917413,528019,North Shore Kauai,Kauai,Entire home/apt,741,3,13,2,4.8
918451,4932682,North Shore Kauai,Kauai,Entire home/apt,577,1,23,2,4.94
918649,4934081,North Kona,Hawaii,Entire home/apt,150,2,0,1,4.82
923297,54245,Paia-Haiku,Maui,Entire home/apt,245,3,18,2,4.9
923523,4967189,Kau,Hawaii,Entire home/apt,125,2,2,1,4.62
927959,3866334,Puna,Hawaii,Entire home/apt,181,5,17,1,4.82
928064,54245,Paia-Haiku,Maui,Entire home/apt,220,3,29,1,4.9
928399,4998107,Paia-Haiku,Maui,Entire home/apt,475,5,23,1,4.79
929435,5003596,South Hilo,Hawaii,Entire home/apt,399,2,38,3,4.69
933682,5034621,Puna,Hawaii,Entire home/apt,116,1,2,3,4.33
935796,899157,Primary Urban Center,Honolulu,Entire home/apt,129,30,3,1,4.95
936355,4122306,Kihei-Makena,Maui,Entire home/apt,321,1,35,1,4.87
936558,970293,Puna,Hawaii,Entire home/apt,137,1,39,1,4.75
940185,1534698,Puna,Hawaii,Entire home/apt,460,3,0,4,4.8
941361,5089409,North Kona,Hawaii,Entire home/apt,119,2,75,1,4.96
942895,5099982,North Kona,Hawaii,Entire home/apt,193,6,22,1,4.89
944736,5115867,Kihei-Makena,Maui,Entire home/apt,495,7,1,1,5
951725,4998107,Paia-Haiku,Maui,Private room,276,5,11,1,4.69
951837,4998107,Paia-Haiku,Maui,Private room,276,5,7,1,4.63
951880,4998107,Paia-Haiku,Maui,Private room,276,5,15,1,4.7
953390,5175727,Koolaupoko,Honolulu,Entire home/apt,135,28,25,1,4.89
960536,3414958,Ewa,Honolulu,Entire home/apt,70,31,4,1,4.23
964857,5260634,North Kohala,Hawaii,Entire home/apt,200,5,7,1,4.81
966400,1866267,Koolauloa,Honolulu,Private room,643,2,0,1,4.8
975668,4967189,Kau,Hawaii,Private room,95,1,0,1,4.65
978111,5352187,Koolaupoko,Honolulu,Entire home/apt,116,30,6,NA,4.81
983895,1357332,Wailuku-Kahului,Maui,Entire home/apt,685,5,9,3,4.85
984845,5402225,North Kona,Hawaii,Entire home/apt,115,2,13,1,4.76
989311,5430819,Kihei-Makena,Maui,Entire home/apt,211,3,24,1,4.68
990804,2088791,Paia-Haiku,Maui,Private room,165,1,68,1,4.65
1001265,5448114,Primary Urban Center,Honolulu,Entire home/apt,120,3,18,NA,4.23
1001871,5510027,South Hilo,Hawaii,Entire home/apt,194,1,0,1,4.45
1012360,5352187,Koolaupoko,Honolulu,Entire home/apt,321,30,3,4,4.82
1014157,361961,Waianae,Honolulu,Entire home/apt,100,30,7,1,4.88
1018935,5590398,North Kona,Hawaii,Entire home/apt,145,6,12,2,4.46
1019051,5407607,Paia-Haiku,Maui,Private room,1579,1,4,3,4.85
1019465,5612605,South Hilo,Hawaii,Entire home/apt,110,2,4,1,4.83
1021219,5256548,Primary Urban Center,Honolulu,Entire home/apt,223,28,4,NA,4.81
1022193,5627469,South Kona,Hawaii,Entire home/apt,89,3,45,1,4.79
1022200,3393610,North Kona,Hawaii,Entire home/apt,135,7,0,2,5
1030150,5510027,South Hilo,Hawaii,Private room,158,1,3,1,4.47
1030151,5510027,South Hilo,Hawaii,Private room,128,1,0,1,4.48
1030161,5510027,South Hilo,Hawaii,Private room,168,1,4,1,4.24
1033146,4932682,North Shore Kauai,Kauai,Entire home/apt,584,2,11,2,4.87
1036404,5704858,North Kona,Hawaii,Entire home/apt,100,3,8,1,4.89
1038689,5256548,Primary Urban Center,Honolulu,Entire home/apt,119,28,3,1,4.84
1042446,5738969,Kihei-Makena,Maui,Entire home/apt,254,5,5,1,4.77
1046693,5763024,South Kona,Hawaii,Entire home/apt,650,3,1,4,4
1046703,970293,Puna,Hawaii,Entire home/apt,130,1,33,1,4.74
1051136,5786717,Kihei-Makena,Maui,Entire home/apt,176,3,32,1,4.73
1051428,279235,Lahaina,Maui,Entire home/apt,157,3,18,1,4.43
1053978,5402225,North Kona,Hawaii,Entire home/apt,115,3,6,1,4.75
1057070,5822580,North Kona,Hawaii,Entire home/apt,683,4,20,5,4.9
1062698,2778548,North Shore Oahu,Honolulu,Entire home/apt,125,30,4,1,4.78
1066271,5865719,South Kohala,Hawaii,Entire home/apt,265,2,16,3,4.94
1067305,970293,Puna,Hawaii,Entire home/apt,74,1,18,1,4.52
1069316,5882196,Makawao-Pukalani-Kula,Maui,Entire home/apt,435,4,9,3,4.91
1069333,3222390,Primary Urban Center,Honolulu,Entire home/apt,65,31,5,NA,4.57
1069531,5884464,North Shore Kauai,Kauai,Private room,189,3,18,1,4.65
1074549,5911769,Kihei-Makena,Maui,Entire home/apt,270,6,22,3,4.73
1074685,5911949,Kihei-Makena,Maui,Entire home/apt,325,2,1,1,5
1079645,5938196,Kihei-Makena,Maui,Entire home/apt,235,4,12,2,4.86
1084023,5256548,Primary Urban Center,Honolulu,Entire home/apt,112,28,7,NA,4.79
1089389,680107,North Shore Kauai,Kauai,Entire home/apt,742,3,12,1,4.75
1089964,3152360,Primary Urban Center,Honolulu,Entire home/apt,141,1,12,NA,4.83
1093218,6006287,Wailuku-Kahului,Maui,Entire home/apt,1324,6,12,3,4.95
1094601,6013664,Kihei-Makena,Maui,Entire home/apt,230,2,28,2,4.79
1094823,4200834,Kihei-Makena,Maui,Entire home/apt,175,4,19,1,4.72
1095174,6017048,South Kona,Hawaii,Entire home/apt,275,5,18,3,4.88
1095181,5402225,North Kona,Hawaii,Entire home/apt,180,3,11,1,4.74
1103829,8740,Puna,Hawaii,Entire home/apt,155,2,6,2,4.4
1104128,4150084,Ewa,Honolulu,Private room,590,7,1,2,5
1104768,1671879,Primary Urban Center,Honolulu,Entire home/apt,303,30,23,2,4.24
1107031,6077925,South Kohala,Hawaii,Entire home/apt,373,3,5,2,5
1107281,6079458,Kihei-Makena,Maui,Entire home/apt,169,7,6,1,4.76
1113321,6085621,Puna,Hawaii,Entire home/apt,145,2,29,2,4.73
1121863,908,Lahaina,Maui,Private room,249,1,0,1,4.68
1127254,6184438,Lahaina,Maui,Entire home/apt,199,4,32,NA,4.91
1127894,970293,Puna,Hawaii,Entire home/apt,125,1,36,1,4.83
1129061,6194110,Primary Urban Center,Honolulu,Entire home/apt,140,3,21,NA,4.83
1132160,6210768,North Shore Kauai,Kauai,Entire home/apt,354,5,11,3,4.97
1143870,1164814,Puna,Hawaii,Entire home/apt,250,2,23,2,4.95
1145103,4200834,Kihei-Makena,Maui,Entire home/apt,175,3,22,1,4.77
1145716,1567340,Kihei-Makena,Maui,Entire home/apt,123,1,38,NA,4.75
1148346,6295399,Kihei-Makena,Maui,Entire home/apt,299,4,16,2,4.85
1154385,6326418,Primary Urban Center,Honolulu,Entire home/apt,155,2,16,1,4.27
1155991,2312969,Lahaina,Maui,Entire home/apt,335,4,25,2,4.86
1159617,6354171,Kihei-Makena,Maui,Entire home/apt,356,3,13,2,4.84
1159810,5652020,North Kona,Hawaii,Entire home/apt,165,3,35,3,4.59
1163863,6077925,South Kohala,Hawaii,Entire home/apt,443,3,9,3,5
1164599,6379664,North Shore Oahu,Honolulu,Private room,55,29,2,1,4.51
1170189,6406878,Kapaa-Wailua,Kauai,Entire home/apt,259,5,3,3,4.91
1174976,6430460,Kihei-Makena,Maui,Entire home/apt,146,2,34,1,4.71
1175508,6433638,North Kona,Hawaii,Entire home/apt,225,3,35,2,4.95
1180632,1164814,Puna,Hawaii,Entire home/apt,146,2,31,1,4.92
1182591,6469341,Kihei-Makena,Maui,Entire home/apt,334,5,5,2,4.91
1182612,6469356,North Kona,Hawaii,Entire home/apt,125,3,25,NA,4.92
1185854,6484751,North Kohala,Hawaii,Entire home/apt,146,3,29,1,4.74
1188024,13837004,Koolauloa,Honolulu,Entire home/apt,233,1,24,2,4.42
1194685,5786717,Kihei-Makena,Maui,Entire home/apt,176,3,26,1,4.82
1197879,1166569,Koolauloa,Honolulu,Entire home/apt,248,4,10,2,4.42
1206189,2612922,South Kohala,Hawaii,Private room,55,1,7,2,4.91
1206363,6590093,Puna,Hawaii,Entire home/apt,142,5,41,1,4.95
1214155,165595,North Kona,Hawaii,Entire home/apt,350,2,32,2,4.77
1219697,350744,Kihei-Makena,Maui,Entire home/apt,255,5,16,1,4.79
1229095,5448114,Primary Urban Center,Honolulu,Entire home/apt,189,30,1,2,4.86
1232648,1452413,Paia-Haiku,Maui,Entire home/apt,130,3,25,NA,4.7
1232732,1452413,Paia-Haiku,Maui,Entire home/apt,123,3,5,NA,4.57
1232877,1452413,Paia-Haiku,Maui,Entire home/apt,150,3,12,1,4.71
1233027,1452413,Paia-Haiku,Maui,Entire home/apt,129,3,43,NA,4.59
1233067,1452413,Paia-Haiku,Maui,Entire home/apt,127,3,18,NA,4.54
1233353,53101,North Kohala,Hawaii,Entire home/apt,275,2,7,2,4.77
1233787,1452413,Paia-Haiku,Maui,Entire home/apt,130,3,31,NA,4.71
1240279,6760782,Ewa,Honolulu,Entire home/apt,195,30,0,2,NA
1244222,6782149,South Hilo,Hawaii,Entire home/apt,150,7,4,3,4.9
1256665,5659421,South Kona,Hawaii,Entire home/apt,160,2,42,2,4.7
1258741,6727924,Lahaina,Maui,Entire home/apt,181,3,12,NA,4.68
1263406,6878600,South Kona,Hawaii,Entire home/apt,95,3,16,1,4.9
1267331,5834214,South Kohala,Hawaii,Entire home/apt,225,3,26,3,4.84
1268195,1859165,Koolaupoko,Honolulu,Entire home/apt,350,30,7,3,4.92
1285083,6991902,South Hilo,Hawaii,Entire home/apt,91,3,48,1,4.84
1291481,6551239,Koolauloa,Honolulu,Entire home/apt,395,6,5,3,5
1294662,7039403,South Hilo,Hawaii,Private room,95,3,1,1,4.57
1296881,12625475,Koloa-Poipu,Kauai,Entire home/apt,219,3,8,1,4.64
1301638,6226197,Puna,Hawaii,Private room,75,2,76,1,4.98
1303637,6827732,Primary Urban Center,Honolulu,Entire home/apt,186,2,14,1,4.67
1309377,7117556,Puna,Hawaii,Entire home/apt,50,30,3,2,4.96
1309451,7117980,Kihei-Makena,Maui,Entire home/apt,185,1,42,1,4.61
1310350,2128914,South Hilo,Hawaii,Entire home/apt,153,2,32,1,4.69
1317442,7072201,Lahaina,Maui,Entire home/apt,411,5,4,3,4.58
1320963,5786717,Kihei-Makena,Maui,Entire home/apt,150,3,17,1,4.74
1332309,7226369,South Kona,Hawaii,Entire home/apt,188,2,6,1,4.87
1336834,7117556,Puna,Hawaii,Entire home/apt,50,30,4,1,4.96
1339575,756093,Kapaa-Wailua,Kauai,Entire home/apt,623,1,0,2,5
1339775,756093,Kapaa-Wailua,Kauai,Entire home/apt,558,1,2,2,4.7
1339958,756093,Kapaa-Wailua,Kauai,Entire home/apt,502,1,1,2,5
1339976,756093,Kapaa-Wailua,Kauai,Entire home/apt,475,1,1,2,4.96
1340313,7269721,Puna,Hawaii,Entire home/apt,172,4,16,2,4.89
1340799,1525725,North Kona,Hawaii,Entire home/apt,155,3,0,2,4.2
1346576,7054805,Primary Urban Center,Honolulu,Entire home/apt,218,2,0,NA,4.4
1349377,7039403,South Hilo,Hawaii,Private room,95,1,1,1,4.66
1349515,7039403,South Hilo,Hawaii,Private room,155,2,1,1,4.63
1349619,7039403,South Hilo,Hawaii,Entire home/apt,350,2,0,3,4.43
1350037,6921386,Lahaina,Maui,Entire home/apt,258,4,20,2,4.64
1351707,1616039,Primary Urban Center,Honolulu,Entire home/apt,135,2,13,1,4.65
1361100,97013,North Kona,Hawaii,Entire home/apt,178,1,16,2,4.65
1364383,7389185,East Honolulu,Honolulu,Entire home/apt,75,31,2,1,4.7
1365363,756093,Kapaa-Wailua,Kauai,Entire home/apt,479,1,1,2,5
1365410,756093,Kapaa-Wailua,Kauai,Entire home/apt,558,1,1,2,5
1365551,756093,Kapaa-Wailua,Kauai,Entire home/apt,553,1,1,2,4.83
1365599,756093,Kapaa-Wailua,Kauai,Entire home/apt,548,1,0,2,4.85
1365647,756093,Kapaa-Wailua,Kauai,Entire home/apt,553,1,0,2,5
1370817,7368336,Koolaupoko,Honolulu,Entire home/apt,168,30,0,NA,4.9
1371163,756093,Kapaa-Wailua,Kauai,Entire home/apt,513,1,0,2,4.83
1371205,756093,Kapaa-Wailua,Kauai,Entire home/apt,523,1,0,2,4.9
1371229,756093,Kapaa-Wailua,Kauai,Entire home/apt,409,1,1,1,4.82
1371261,756093,Kapaa-Wailua,Kauai,Entire home/apt,396,1,0,1,5
1371646,756093,Kapaa-Wailua,Kauai,Entire home/apt,469,1,4,2,4.9
1371681,756093,Kapaa-Wailua,Kauai,Entire home/apt,419,1,2,2,4.83
1371734,756093,Kapaa-Wailua,Kauai,Entire home/apt,419,1,1,2,4.93
1371831,756093,Kapaa-Wailua,Kauai,Entire home/apt,406,1,1,2,4.86
1374162,7445745,Kihei-Makena,Maui,Entire home/apt,235,3,37,2,4.89
1378127,4473983,Kapaa-Wailua,Kauai,Entire home/apt,148,3,13,NA,4.78
1381735,1378424,North Shore Kauai,Kauai,Entire home/apt,158,3,10,1,4.91
1382579,7486231,Kihei-Makena,Maui,Entire home/apt,326,5,2,2,5
1394005,7535733,Kihei-Makena,Maui,Entire home/apt,181,7,5,1,4.69
1398125,7553028,Puna,Hawaii,Private room,89,2,1,1,4.89
1404169,7578327,North Kona,Hawaii,Entire home/apt,260,7,11,1,4.92
1412186,3937200,Kihei-Makena,Maui,Entire home/apt,308,3,26,1,4.87
1421014,7649933,Lahaina,Maui,Entire home/apt,600,3,2,2,4.5
1422734,7657735,Lahaina,Maui,Entire home/apt,258,1,5,1,4.95
1427711,932861,Paia-Haiku,Maui,Entire home/apt,250,7,0,1,4.7
1431835,7658012,Hamakua,Hawaii,Private room,239,3,35,1,4.89
1436904,7719195,Primary Urban Center,Honolulu,Entire home/apt,125,30,4,NA,4.81
1454542,52726,South Kohala,Hawaii,Entire home/apt,719,3,2,3,5
1460200,1648019,South Kohala,Hawaii,Entire home/apt,135,5,4,1,4.97
1462962,3365656,Waianae,Honolulu,Private room,33,30,5,1,4.83
1471748,2365639,Lahaina,Maui,Entire home/apt,247,1,74,NA,4.92
1471990,2365639,Lahaina,Maui,Entire home/apt,204,2,33,1,4.9
1477852,7382730,Kihei-Makena,Maui,Entire home/apt,212,3,30,1,4.96
1479829,479513,Primary Urban Center,Honolulu,Entire home/apt,125,30,1,1,4.75
1483081,7933497,Koloa-Poipu,Kauai,Entire home/apt,343,6,8,3,4.84
1488260,7658012,Hamakua,Hawaii,Entire home/apt,289,3,32,NA,4.82
1489040,7658012,Hamakua,Hawaii,Entire home/apt,266,3,24,2,4.67
1495760,4220187,Kihei-Makena,Maui,Entire home/apt,230,3,16,1,4.67
1500164,8016823,Primary Urban Center,Honolulu,Entire home/apt,125,30,4,1,4.92
1500584,7321366,Primary Urban Center,Honolulu,Entire home/apt,125,3,8,1,4.62
1502448,8026672,Kihei-Makena,Maui,Entire home/apt,164,1,31,NA,4.8
1503283,8031844,Primary Urban Center,Honolulu,Entire home/apt,120,30,5,NA,4.76
1507579,5884464,North Shore Kauai,Kauai,Private room,180,3,25,1,4.8
1509352,7226369,South Kona,Hawaii,Private room,155,2,1,1,4.56
1511025,8070042,North Kona,Hawaii,Entire home/apt,135,21,4,2,4.48
1521554,7996649,Primary Urban Center,Honolulu,Entire home/apt,135,1,3,1,4.6
1530897,5786717,Kihei-Makena,Maui,Entire home/apt,162,3,22,1,4.82
1578534,8390288,North Shore Oahu,Honolulu,Entire home/apt,150,30,2,NA,4.94
1578652,8391929,South Kona,Hawaii,Entire home/apt,130,3,50,1,4.83
1578736,8394235,South Kona,Hawaii,Private room,100,1,0,1,5
1580775,7532,Kihei-Makena,Maui,Entire home/apt,233,1,42,NA,4.95
1581386,3317450,Primary Urban Center,Honolulu,Entire home/apt,139,4,11,NA,4.8
1583137,8119064,Koolaupoko,Honolulu,Entire home/apt,120,29,4,1,4.84
1583407,5786717,Kihei-Makena,Maui,Entire home/apt,176,3,31,1,4.83
1584030,8394235,South Kona,Hawaii,Private room,140,1,0,1,4.96
1584049,8394235,South Kona,Hawaii,Private room,100,1,0,1,4.9
1589144,479545,South Hilo,Hawaii,Entire home/apt,185,3,24,3,4.89
1589224,1534698,Puna,Hawaii,Entire home/apt,350,3,0,3,4.29
1589238,8478464,Waimea-Kekaha,Kauai,Entire home/apt,175,1,53,1,4.7
1593094,1118742,Lahaina,Maui,Entire home/apt,279,1,1,2,4.83
1593862,8501195,Kihei-Makena,Maui,Entire home/apt,149,1,80,1,4.87
1594667,8443062,North Shore Oahu,Honolulu,Entire home/apt,495,5,21,3,4.99
1597409,8501195,Kihei-Makena,Maui,Entire home/apt,149,1,72,1,4.8
1600553,8530441,Lahaina,Maui,Entire home/apt,350,5,1,2,4.82
1606631,5792599,North Shore Kauai,Kauai,Entire home/apt,135,1,36,1,4.86
1609926,1702449,Puna,Hawaii,Entire home/apt,160,3,21,3,4.8
1613843,8591101,Paia-Haiku,Maui,Private room,104,1,89,1,4.83
1614256,6360388,North Kona,Hawaii,Entire home/apt,160,5,9,1,5
1614421,8501195,Kihei-Makena,Maui,Entire home/apt,180,1,60,2,4.77
1615734,8599847,North Kona,Hawaii,Entire home/apt,101,2,11,2,4.87
1624635,3970342,Koolauloa,Honolulu,Entire home/apt,105,1,0,1,4.08
1632917,6152625,Koolaupoko,Honolulu,Entire home/apt,350,180,0,4,5
1633034,8536565,South Kona,Hawaii,Private room,89,3,14,1,4.85
1633101,8536565,South Kona,Hawaii,Private room,99,3,8,1,4.79
1633434,8677514,Lahaina,Maui,Entire home/apt,10000,7,0,NA,NA
1633878,4352402,North Kona,Hawaii,Entire home/apt,265,5,5,2,4.95
1633906,8680034,Kihei-Makena,Maui,Entire home/apt,295,1,11,1,4.82
1637688,3131399,North Shore Oahu,Honolulu,Entire home/apt,175,30,4,2,5
1639966,8702628,South Kohala,Hawaii,Entire home/apt,500,4,3,2,4.8
1640938,8702628,Kapaa-Wailua,Kauai,Entire home/apt,543,4,0,2,NA
1641833,8411916,Koolauloa,Honolulu,Entire home/apt,159,4,22,1,4.21
1646411,3152360,Primary Urban Center,Honolulu,Entire home/apt,142,1,8,NA,4.69
1650354,8753372,Paia-Haiku,Maui,Private room,177,2,3,1,4.86
1656017,8591101,Paia-Haiku,Maui,Private room,96,1,40,1,4.84
1656201,8518525,Koolaupoko,Honolulu,Entire home/apt,250,30,2,1,4.99
1656273,8591101,Paia-Haiku,Maui,Private room,92,1,36,1,4.85
1667744,680107,North Shore Kauai,Kauai,Entire home/apt,795,3,7,3,5
1673157,3676431,Puna,Hawaii,Entire home/apt,265,3,18,1,4.86
1673301,8857812,Lahaina,Maui,Entire home/apt,295,2,25,NA,4.9
1678564,8518525,Koolaupoko,Honolulu,Entire home/apt,170,30,5,NA,4.95
1688964,8926031,Koloa-Poipu,Kauai,Entire home/apt,320,5,1,1,5
1697116,8878219,Kau,Hawaii,Entire home/apt,107,1,51,1,4.91
1700115,8977233,Kihei-Makena,Maui,Entire home/apt,149,1,43,1,4.82
1704566,8998572,Kihei-Makena,Maui,Entire home/apt,375,2,6,2,4.91
1713565,9037731,Primary Urban Center,Honolulu,Private room,85,30,1,1,4.75
1713758,4754,South Hilo,Hawaii,Private room,125,200,0,1,3.5
1720444,9069642,Koolauloa,Honolulu,Entire home/apt,300,3,11,1,4.79
1725643,9095046,North Shore Oahu,Honolulu,Entire home/apt,100,30,4,1,4.77
1726142,677327,Primary Urban Center,Honolulu,Private room,85,3,23,1,4.6
1728525,9108446,Kihei-Makena,Maui,Entire home/apt,271,1,25,1,4.97
1733842,9134033,Koolaupoko,Honolulu,Entire home/apt,161,30,3,1,4.82
1736110,9143683,Puna,Hawaii,Entire home/apt,99,1,24,1,4.97
1746864,9193586,Kihei-Makena,Maui,Entire home/apt,942,7,4,3,4.93
1747787,1118742,Lahaina,Maui,Entire home/apt,262,1,0,1,4.88
1750621,1360072,North Shore Oahu,Honolulu,Entire home/apt,120,30,0,2,4.73
1751758,9214933,South Hilo,Hawaii,Entire home/apt,300,3,12,2,4.88
1752128,8591101,Paia-Haiku,Maui,Private room,107,1,49,1,4.72
1756052,2672407,Koloa-Poipu,Kauai,Private room,154,1,16,1,4.66
1759620,2672407,Koloa-Poipu,Kauai,Private room,145,1,15,1,4.48
1764122,9272739,Koolaupoko,Honolulu,Entire home/apt,327,30,5,1,4.87
1764389,9270649,South Hilo,Hawaii,Entire home/apt,185,2,0,1,NA
1767400,9130245,Lanai,Maui,Entire home/apt,225,2,22,1,4.87
1771935,9306636,Kihei-Makena,Maui,Entire home/apt,249,2,2,2,4.78
1783189,4231961,Primary Urban Center,Honolulu,Entire home/apt,105,3,29,NA,4.8
1783243,7536510,Puna,Hawaii,Entire home/apt,115,21,15,1,4.98
1793744,9411011,Lahaina,Maui,Entire home/apt,249,2,16,1,4.82
1796816,3280543,Paia-Haiku,Maui,Entire home/apt,250,3,64,NA,4.91
1797482,9427450,North Shore Oahu,Honolulu,Entire home/apt,161,30,0,1,5
1798328,9431246,Primary Urban Center,Honolulu,Entire home/apt,145,30,15,1,4.74
1802856,7584514,Primary Urban Center,Honolulu,Entire home/apt,178,1,31,NA,4.68
1808149,9476356,Kihei-Makena,Maui,Entire home/apt,550,2,48,2,4.97
1814684,9427450,North Shore Oahu,Honolulu,Entire home/apt,270,30,0,2,5
1815036,9506979,Waianae,Honolulu,Entire home/apt,350,4,4,1,5
1815550,9392817,Puna,Hawaii,Entire home/apt,180,3,23,4,4.78
1822418,9540814,Hamakua,Hawaii,Hotel room,130,2,8,1,4.96
1826381,9556892,North Shore Kauai,Kauai,Entire home/apt,378,3,18,4,4.73
1832753,9584870,Koolauloa,Honolulu,Entire home/apt,145,3,13,2,4.69
1836706,9602448,North Shore Oahu,Honolulu,Entire home/apt,155,30,4,1,4.96
1837728,4108165,North Shore Oahu,Honolulu,Entire home/apt,125,30,0,1,4.88
1840061,10496350,Primary Urban Center,Honolulu,Entire home/apt,10071,7,0,8,NA
1843839,9408793,East Honolulu,Honolulu,Entire home/apt,120,30,0,1,4.89
1844208,9635363,North Kohala,Hawaii,Private room,126,3,11,1,4.78
1847337,3365656,Waianae,Honolulu,Private room,40,30,4,1,4.83
1851488,9669247,Lahaina,Maui,Entire home/apt,799,1,14,3,4.91
1859789,9702553,Koolaupoko,Honolulu,Entire home/apt,150,30,2,NA,4.89
1861034,9708203,Puna,Hawaii,Entire home/apt,120,2,59,2,4.97
1873529,320534,Primary Urban Center,Honolulu,Entire home/apt,289,30,3,2,4.85
1882019,9797535,East Honolulu,Honolulu,Entire home/apt,1925,30,0,4,5
1892267,816630,North Shore Kauai,Kauai,Entire home/apt,176,1,11,4,4.8
1893707,1677018,Primary Urban Center,Honolulu,Entire home/apt,118,1,67,NA,4.69
1897753,5786717,Kihei-Makena,Maui,Entire home/apt,152,3,28,1,4.79
1919610,1101853,Koolauloa,Honolulu,Entire home/apt,895,5,2,5,4.48
1920293,5912645,Kihei-Makena,Maui,Entire home/apt,171,3,38,2,4.95
1928093,4301358,Kihei-Makena,Maui,Entire home/apt,248,3,27,2,4.8
1929001,9989945,North Kona,Hawaii,Entire home/apt,135,3,1,1,4.5
1930720,9995575,Hana,Maui,Private room,270,2,30,1,4.89
1931754,7877427,Hana,Maui,Entire home/apt,474,2,26,2,4.83
1936548,10000414,North Shore Oahu,Honolulu,Entire home/apt,169,30,2,1,4.97
1941392,10023347,North Kona,Hawaii,Entire home/apt,113,1,10,1,4.77
1943232,9585567,Kapaa-Wailua,Kauai,Entire home/apt,236,3,30,NA,4.78
1948020,10074001,Koolauloa,Honolulu,Entire home/apt,120,3,26,NA,4.5
1949034,10078948,Kihei-Makena,Maui,Entire home/apt,382,5,11,1,4.95
1959997,10128150,Lihue,Kauai,Private room,205,1,31,1,4.28
1960462,10128150,Lihue,Kauai,Private room,160,1,50,1,4.39
1960593,10128150,Lihue,Kauai,Entire home/apt,227,1,31,1,4.39
1966611,7536510,Hamakua,Hawaii,Entire home/apt,95,30,1,2,4.84
1969032,4228132,Kihei-Makena,Maui,Entire home/apt,499,1,14,2,4.8
1971491,3365656,Waianae,Honolulu,Private room,35,30,4,1,4.43
1972048,254878,Kapaa-Wailua,Kauai,Entire home/apt,313,3,2,1,4.95
1972409,10184521,North Shore Kauai,Kauai,Entire home/apt,368,2,13,1,4.84
1984540,3365656,Waianae,Honolulu,Private room,35,30,6,1,4.82
1987551,305996,Primary Urban Center,Honolulu,Entire home/apt,139,3,0,1,5
1994045,376947,North Kona,Hawaii,Entire home/apt,158,1,10,NA,4.39
1994212,10279076,Puna,Hawaii,Entire home/apt,79,1,0,1,NA
2008304,6782149,South Hilo,Hawaii,Entire home/apt,85,7,14,1,4.95
2012496,6782149,South Hilo,Hawaii,Entire home/apt,75,7,11,NA,5
2012600,10354507,North Kona,Hawaii,Entire home/apt,99,3,45,1,4.97
2014800,10363580,Koolauloa,Honolulu,Entire home/apt,319,1,47,2,4.66
2023726,10399722,South Kona,Hawaii,Private room,108,2,38,1,4.89
2027944,10416033,South Kohala,Hawaii,Entire home/apt,364,4,16,2,5
2034744,6377143,Wailuku-Kahului,Maui,Entire home/apt,180,7,6,NA,4.82
2036032,85132,North Kona,Hawaii,Private room,294,2,0,1,5
2037098,3365656,Waianae,Honolulu,Private room,35,30,0,1,4.72
2038133,10456400,Molokai,Maui,Entire home/apt,100,3,8,1,4.8
2038271,85132,Lahaina,Maui,Private room,339,2,0,1,4.67
2038309,10456964,North Shore Oahu,Honolulu,Entire home/apt,600,6,4,2,4.91
2042570,10474728,Koloa-Poipu,Kauai,Entire home/apt,355,6,0,2,4.67
2045218,10346952,North Kona,Hawaii,Entire home/apt,224,7,16,3,4.71
2056151,10529690,Primary Urban Center,Honolulu,Private room,325,4,0,1,5
2056192,10529899,Kihei-Makena,Maui,Entire home/apt,172,4,28,1,4.86
2062382,10554548,North Shore Kauai,Kauai,Entire home/apt,523,4,19,3,4.93
2079903,85132,Kihei-Makena,Maui,Private room,339,2,0,1,4.79
2088200,10659328,Primary Urban Center,Honolulu,Private room,118,5,6,1,4.69
